lemma,reading,first_char,last_char
徳育,トクイク,ト,ク
徳化,トッカ,ト,カ
徳義,トクギ,ト,キ
徳義心,トクギシン,ト,ン
徳行,トッコウ,ト,ウ
徳性,トクセイ,ト,イ
徳政,トクセイ,ト,イ
徳政令,トクセイレイ,ト,イ
徳操,トクソウ,ト,ウ
徳望,トクボウ,ト,ウ
徳目,トクモク,ト,ク
徳用,トクヨウ,ト,ウ
徳用,トクヨウ,ト,ウ
徳利,トックリ,ト,リ
涜職,トクショク,ト,ク
涜神,トクシン,ト,ン
特,トク,ト,ク
特ダネ,トクダネ,ト,ネ
特異,トクイ,ト,イ
特異,トクイ,ト,イ
特飲街,トクインガイ,ト,イ
特価,トッカ,ト,カ
特会,トッカイ,ト,イ
特記,トッキ,ト,キ
特技,トクギ,ト,キ
特急,トッキュウ,ト,ウ
特級,トッキュウ,ト,ウ
特許,トッキョ,ト,ヨ
特金,トッキン,ト,ン
特区,トック,ト,ク
特訓,トックン,ト,ン
特恵,トッケイ,ト,イ
特権,トッケン,ト,ン
特効,トッコウ,ト,ウ
特効薬,トッコウヤク,ト,ク
特攻,トッコウ,ト,ウ
特攻隊,トッコウタイ,ト,イ
特高,トッコウ,ト,ウ
特撮,トクサツ,ト,ツ
特産,トクサン,ト,ン
特使,トクシ,ト,シ
特旨,トクシ,ト,シ
特質,トクシツ,ト,ツ
特赦,トクシャ,ト,ヤ
特車,トクシャ,ト,ヤ
特殊,トクシュ,ト,ユ
特種,トクシュ,ト,ユ
特需,トクジュ,ト,ユ
特修,トクシュウ,ト,ウ
特輯,トクシュウ,ト,ウ
特集,トクシュウ,ト,ウ
特出,トクシュツ,ト,ツ
特称,トクショウ,ト,ウ
特賞,トクショウ,ト,ウ
特色,トクショク,ト,ク
特進,トクシン,ト,ン
特性,トクセイ,ト,イ
特製,トクセイ,ト,イ
特設,トクセツ,ト,ツ
特薦,トクセン,ト,ン
特選,トクセン,ト,ン
特措法,トクソホウ,ト,ウ
特捜,トクソウ,ト,ウ
特装車,トクソウシャ,ト,ヤ
特待,トクタイ,ト,イ
特大,トクダイ,ト,イ
特段,トクダン,ト,ン
特段,トクダン,ト,ン
特注,トクチュウ,ト,ウ
特徴,トクチョウ,ト,ウ
特長,トクチョウ,ト,ウ
特定,トクテイ,ト,イ
特典,トクテン,ト,ン
特電,トクデン,ト,ン
特等,トクトウ,ト,ウ
特認,トクニン,ト,ン
特派,トクハ,ト,ハ
特配,トクハイ,ト,イ
特売,トクバイ,ト,イ
特発,トクハツ,ト,ツ
特販,トクハン,ト,ン
特番,トクバン,ト,ン
特筆,トクヒツ,ト,ツ
特筆大書,トクヒツタイショ,ト,ヨ
特別,トクベツ,ト,ツ
特報,トクホウ,ト,ウ
特務,トクム,ト,ム
特命,トクメイ,ト,イ
特免,トクメン,ト,ン
特約,トクヤク,ト,ク
特有,トクユウ,ト,ウ
特有,トクユウ,ト,ウ
特用,トクヨウ,ト,ウ
特養ホーム,トクヨウホーム,ト,ム
特立,トクリツ,ト,ツ
特例,トクレイ,ト,イ
督,トク,ト,ク
督戦,トクセン,ト,ン
督促,トクソク,ト,ク
督励,トクレイ,ト,イ
禿山,ハゲヤマ,ハ,マ
禿鷹,ハゲタカ,ハ,カ
禿頭,ハゲアタマ,ハ,マ
禿鷲,ハゲワシ,ハ,シ
篤学,トクガク,ト,ク
篤行,トッコウ,ト,ウ
篤志,トクシ,ト,シ
篤実,トクジツ,ト,ツ
篤実,トクジツ,ト,ツ
篤信,トクシン,ト,ン
篤農,トクノウ,ト,ウ
毒,ドク,ト,ク
毒ガス,ドクガス,ト,ス
毒液,ドクエキ,ト,キ
毒牙,ドクガ,ト,カ
毒蛾,ドクガ,ト,カ
毒害,ドクガイ,ト,イ
毒魚,ドクギョ,ト,ヨ
毒見,ドクミ,ト,ミ
毒殺,ドクサツ,ト,ツ
毒死,ドクシ,ト,シ
毒蛇,ドクヘビ,ト,ヒ
毒手,ドクシュ,ト,ユ
毒除け,ドクヨケ,ト,ケ
毒消し,ドクケシ,ト,シ
毒刃,ドクジン,ト,ン
毒水,ドクスイ,ト,イ
毒性,ドクセイ,ト,イ
毒舌,ドクゼツ,ト,ツ
毒腺,ドクセン,ト,ン
毒素,ドクソ,ト,ソ
毒草,ドクソウ,ト,ウ
毒茸,ドクタケ,ト,ケ
毒中り,ドクアタリ,ト,リ
毒虫,ドクムシ,ト,シ
毒筆,ドクヒツ,ト,ツ
毒婦,ドクフ,ト,フ
毒物,ドクブツ,ト,ツ
毒味,ドクミ,ト,ミ
毒矢,ドクヤ,ト,ヤ
毒薬,ドクヤク,ト,ク
独,ドク,ト,ク
独り,ヒトリ,ヒ,リ
独りっ子,ヒトリッコ,ヒ,コ
独りぼっち,ヒトリボッチ,ヒ,チ
独りぽっち,ヒトリポッチ,ヒ,チ
独りもの,ヒトリモノ,ヒ,ノ
独りよがり,ヒトリヨガリ,ヒ,リ
独りよがり,ヒトリヨガリ,ヒ,リ
独り案内,ヒトリアンナイ,ヒ,イ
独り決め,ヒトリギメ,ヒ,メ
独り言,ヒトリゴト,ヒ,ト
独り合点,ヒトリガテン,ヒ,ン
独り子,ヒトリゴ,ヒ,コ
独り者,ヒトリモノ,ヒ,ノ
独り身,ヒトリミ,ヒ,ミ
独り占い,ヒトリウラナイ,ヒ,イ
独り占め,ヒトリジメ,ヒ,メ
独り善がり,ヒトリヨガリ,ヒ,リ
独り善がり,ヒトリヨガリ,ヒ,リ
独り天下,ヒトリデンカ,ヒ,カ
独り呑み込み,ヒトリノミコミ,ヒ,ミ
独り歩き,ヒトリアルキ,ヒ,キ
独り暮し,ヒトリグラシ,ヒ,シ
独り暮らし,ヒトリグラシ,ヒ,シ
独り立ち,ヒトリダチ,ヒ,チ
独り旅,ヒトリタビ,ヒ,ヒ
独演,ドクエン,ト,ン
独往,ドクオウ,ト,ウ
独学,ドクガク,ト,ク
独楽,コマ,コ,マ
独楽鼠,コマネズミ,コ,ミ
独活,ウド,ウ,ト
独眼,ドクガン,ト,ン
独眼竜,ドクガンリュウ,ト,ウ
独居,ドッキョ,ト,ヨ
独禁法,ドッキンホウ,ト,ウ
独吟,ドクギン,ト,ン
独言,ヒトリゴト,ヒ,ト
独鈷,トッコ,ト,コ
独語,ドクゴ,ト,コ
独航,ドッコウ,ト,ウ
独航船,ドッコウセン,ト,ン
独行,ドッコウ,ト,ウ
独坐,ドクザ,ト,サ
独座,ドクザ,ト,サ
独裁,ドクサイ,ト,イ
独参湯,ドクジントウ,ト,ウ
独自,ドクジ,ト,シ
独酌,ドクシャク,ト,ク
独修,ドクシュウ,ト,ウ
独習,ドクシュウ,ト,ウ
独唱,ドクショウ,ト,ウ
独身,ドクシン,ト,ン
独占,ドクセン,ト,ン
独善,ドクゼン,ト,ン
独創,ドクソウ,ト,ウ
独奏,ドクソウ,ト,ウ
独走,ドクソウ,ト,ウ
独壇場,ドクダンジョウ,ト,ウ
独断,ドクダン,ト,ン
独得,ドクトク,ト,ク
独特,ドクトク,ト,ク
独白,ドクハク,ト,ク
独歩,ドッポ,ト,ホ
独房,ドクボウ,ト,ウ
独立,ドクリツ,ト,ツ
独立,ドクリツ,ト,ツ
独立独歩,ドクリツドッポ,ト,ホ
独力,ドクリョク,ト,ク
独話,ドクワ,ト,ワ
独擅場,ドクセンジョウ,ト,ウ
読み,ヨミ,ヨ,ミ
読みあわせ,ヨミアワセ,ヨ,セ
読みきり,ヨミキリ,ヨ,リ
読みで,ヨミデ,ヨ,テ
読みとり,ヨミトリ,ヨ,リ
読みもの,ヨミモノ,ヨ,ノ
読み応え,ヨミゴタエ,ヨ,エ
読み誤り,ヨミアヤマリ,ヨ,リ
読み合せ,ヨミアワセ,ヨ,セ
読み込み,ヨミコミ,ヨ,ミ
読み札,ヨミフダ,ヨ,タ
読み捨て,ヨミステ,ヨ,テ
読み取り,ヨミトリ,ヨ,リ
読み手,ヨミテ,ヨ,テ
読み出し,ヨミダシ,ヨ,シ
読み書き,ヨミカキ,ヨ,キ
読み切り,ヨミキリ,ヨ,リ
読み物,ヨミモノ,ヨ,ノ
読み癖,ヨミクセ,ヨ,セ
読み方,ヨミカタ,ヨ,タ
読過,ドッカ,ト,カ
読会,ドッカイ,ト,イ
読解,ドッカイ,ト,イ
読経,ドキョウ,ト,ウ
読後,ドクゴ,ト,コ
読後感,ドクゴカン,ト,ン
読込み,ヨミコミ,ヨ,ミ
読史,ドクシ,ト,シ
読者,ドクシャ,ト,ヤ
読取り,ヨミトリ,ヨ,リ
読手,ヨミテ,ヨ,テ
読出し,ヨミダシ,ヨ,シ
読書,ドクショ,ト,ヨ
読唇術,ドクシンジュツ,ト,ツ
読心術,ドクシンジュツ,ト,ツ
読人,ヨミビト,ヨ,ト
読図,ドクズ,ト,ス
読切り,ヨミキリ,ヨ,リ
読点,トウテン,ト,ン
読破,ドクハ,ト,ハ
読物,ヨミモノ,ヨ,ノ
読癖,ヨミクセ,ヨ,セ
読方,ヨミカタ,ヨ,タ
読了,ドクリョウ,ト,ウ
読誦,トクショウ,ト,ウ
栃,トチ,ト,チ
栃の木,トチノキ,ト,キ
栃麺棒,トチメンボウ,ト,ウ
橡,トチ,ト,チ
橡の木,トチノキ,ト,キ
凸,トツ,ト,ツ
凸レンズ,トツレンズ,ト,ス
凸凹,オウトツ,オ,ツ
凸凹,デコボコ,テ,コ
凸計画,トツケイカク,ト,ク
凸版,トッパン,ト,ン
凸坊,デコボウ,テ,ウ
凸面,トツメン,ト,ン
凸面鏡,トツメンキョウ,ト,ウ
突き,ツキ,ツ,キ
突き指,ツキユビ,ツ,ヒ
突き出し,ツキダシ,ツ,シ
突き当り,ツキアタリ,ツ,リ
突っこみ,ツッコミ,ツ,ミ
突っぱり,ツッパリ,ツ,リ
突っ掛け,ツッカケ,ツ,ケ
突っ込み,ツッコミ,ツ,ミ
突角,トッカク,ト,ク
突貫,トッカン,ト,ン
突起,トッキ,ト,キ
突撃,トツゲキ,ト,キ
突込み,ツッコミ,ツ,ミ
突指,ツキユビ,ツ,ヒ
突出,トッシュツ,ト,ツ
突出し,ツキダシ,ツ,シ
突傷,ツキキズ,ツ,ス
突進,トッシン,ト,ン
突先,トッサキ,ト,キ
突然変異,トツゼンヘンイ,ト,イ
突袖,ツキソデ,ツ,テ
突堤,トッテイ,ト,イ
突入,トツニュウ,ト,ウ
突破,トッパ,ト,ハ
突破口,トッパコウ,ト,ウ
突拍子,トッピョウシ,ト,シ
突発,トッパツ,ト,ツ
突飛,トッピ,ト,ヒ
突飛,トッピ,ト,ヒ
突風,トップウ,ト,ウ
突棒,ツクボウ,ツ,ウ
突慳貪,ツッケンドン,ツ,ン
椴松,トドマツ,ト,ツ
届,トドケ,ト,ケ
届,トドケ,ト,ケ
届け,トドケ,ト,ケ
届け出,トドケデ,ト,テ
届け先,トドケサキ,ト,キ
届出,トドケイデ,ト,テ
届出,トドケデ,ト,テ
届先,トドケサキ,ト,キ
鳶の者,トビノモノ,ト,ノ
鳶口,トビグチ,ト,チ
鳶職,トビショク,ト,ク
鳶色,トビイロ,ト,ロ
鳶人足,トビニンソク,ト,ク
鳶尾,イチハツ,イ,ツ
苫,トマ,ト,マ
苫屋,トマヤ,ト,ヤ
苫舟,トマブネ,ト,ネ
苫葺,トマブキ,ト,キ
寅,トラ,ト,ラ
酉,トリ,ト,リ
酉の市,トリノイチ,ト,チ
酉の待,トリノマチ,ト,チ
酉の町,トリノマチ,ト,チ
酉市,トリノイチ,ト,チ
酉待,トリノマチ,ト,チ
酉町,トリノマチ,ト,チ
酉偏,トリヘン,ト,ン
瀞,トロ,ト,ロ
噸,トン,ト,ン
噸,トン,ト,ン
屯,タムロ,タ,ロ
屯営,トンエイ,ト,イ
屯所,トンショ,ト,ヨ
屯田,トンデン,ト,ン
豚,ブタ,フ,タ
豚まん,ブタマン,フ,ン
豚カツ,トンカツ,ト,ツ
豚児,トンジ,ト,シ
豚舎,トンシャ,ト,ヤ
豚汁,トンジル,ト,ル
豚肉,ブタニク,フ,ク
豚箱,ブタバコ,フ,コ
遁辞,トンジ,ト,シ
遁世,トンセイ,ト,イ
遁走,トンソウ,ト,ウ
頓,トミ,ト,ミ
頓狂,トンキョウ,ト,ウ
頓悟,トンゴ,ト,コ
頓挫,トンザ,ト,サ
頓才,トンサイ,ト,イ
頓死,トンシ,ト,シ
頓首,トンシュ,ト,ユ
頓証菩提,トンショウボダイ,ト,イ
頓知,トンチ,ト,チ
頓智,トンチ,ト,チ
頓珍漢,トンチンカン,ト,ン
頓珍漢,トンチンカン,ト,ン
頓服,トンプク,ト,ク
呑みこみ,ノミコミ,ノ,ミ
呑み屋,ノミヤ,ノ,ヤ
呑み込み,ノミコミ,ノ,ミ
呑屋,ノミヤ,ノ,ヤ
呑気,ノンキ,ノ,キ
呑口,ノミグチ,ノ,チ
呑込み,ノミコミ,ノ,ミ
呑舟,ドンシュウ,ト,ウ
呑助,ノミスケ,ノ,ケ
呑吐,ドント,ト,ト
呑兵衛,ノンベエ,ノ,エ
呑噬,ドンゼイ,ト,イ
曇,クモリ,ク,リ
曇り空,クモリゾラ,ク,ラ
曇ガラス,クモリガラス,ク,ス
曇勝ち,クモリガチ,ク,チ
曇勝ち,クモリガチ,ク,チ
曇天,ドンテン,ト,ン
鈍,ドン,ト,ン
鈍いろ,ニブイロ,ニ,ロ
鈍つく,ドンツク,ト,ク
鈍化,ドンカ,ト,カ
鈍角,ドンカク,ト,ク
鈍感,ドンカン,ト,ン
鈍器,ドンキ,ト,キ
鈍行,ドンコウ,ト,ウ
鈍根,ドンコン,ト,ン
鈍根,ドンコン,ト,ン
鈍才,ドンサイ,ト,イ
鈍重,ドンジュウ,ト,ウ
鈍重,ドンジュウ,ト,ウ
鈍痛,ドンツウ,ト,ウ
鈍刀,ドントウ,ト,ウ
鈍物,ドンブツ,ト,ツ
鈍磨,ドンマ,ト,マ
鈍麻,ドンマ,ト,マ
奈何,イカン,イ,ン
奈落,ナラク,ナ,ク
奈良漬,ナラヅケ,ナ,ケ
奈良漬け,ナラヅケ,ナ,ケ
内,ウチ,ウ,チ
内,ウチ,ウ,チ
内,ナイ,ナ,イ
内,ナイ,ナ,イ
内々,ウチウチ,ウ,チ
内々,ナイナイ,ナ,イ
内々定,ナイナイテイ,ナ,イ
内のり,ウチノリ,ウ,リ
内の人,ウチノヒト,ウ,ト
内ぶろ,ウチブロ,ウ,ロ
内また,ウチマタ,ウ,タ
内もも,ウチモモ,ウ,モ
内ゲバ,ウチゲバ,ウ,ハ
内圧,ナイアツ,ナ,ツ
内意,ナイイ,ナ,イ
内因,ナイイン,ナ,ン
内謁,ナイエツ,ナ,ツ
内閲,ナイエツ,ナ,ツ
内縁,ナイエン,ナ,ン
内苑,ナイエン,ナ,ン
内奥,ナイオウ,ナ,ウ
内応,ナイオウ,ナ,ウ
内科,ナイカ,ナ,カ
内火艇,ナイカテイ,ナ,イ
内回り,ウチマワリ,ウ,リ
内懐,ウチブトコロ,ウ,ロ
内海,ウチウミ,ウ,ミ
内界,ナイカイ,ナ,イ
内外,ナイガイ,ナ,イ
内廓,ナイカク,ナ,ク
内角,ナイカク,ナ,ク
内郭,ナイカク,ナ,ク
内閣,ナイカク,ナ,ク
内患,ナイカン,ナ,ン
内観,ナイカン,ナ,ン
内含,ナイガン,ナ,ン
内気,ウチキ,ウ,キ
内規,ナイキ,ナ,キ
内記,ナイキ,ナ,キ
内儀,ナイギ,ナ,キ
内議,ナイギ,ナ,キ
内宮,ナイクウ,ナ,ウ
内局,ナイキョク,ナ,ク
内勤,ナイキン,ナ,ン
内金,ウチキン,ウ,ン
内径,ナイケイ,ナ,イ
内玄関,ウチゲンカン,ウ,ン
内股,ウチマタ,ウ,タ
内股膏薬,ウチマタゴウヤク,ウ,ク
内交渉,ナイコウショウ,ナ,ウ
内向,ナイコウ,ナ,ウ
内攻,ナイコウ,ナ,ウ
内高,ウチダカ,ウ,カ
内国,ナイコク,ナ,ク
内国債,ナイコクサイ,ナ,イ
内債,ナイサイ,ナ,イ
内妻,ナイサイ,ナ,イ
内済,ナイサイ,ナ,イ
内在,ナイザイ,ナ,イ
内侍,ナイシ,ナ,シ
内侍司,ナイシノツカサ,ナ,サ
内侍所,ナイシドコロ,ナ,ロ
内示,ナイジ,ナ,シ
内耳,ナイジ,ナ,シ
内室,ナイシツ,ナ,ツ
内実,ナイジツ,ナ,ツ
内実,ナイジツ,ナ,ツ
内借,ナイシャク,ナ,ク
内借り,ウチガリ,ウ,リ
内需,ナイジュ,ナ,ユ
内柔外剛,ナイジュウガイゴウ,ナ,ウ
内祝,ウチイワイ,ウ,イ
内祝い,ウチイワイ,ウ,イ
内祝言,ナイシュウゲン,ナ,ン
内出血,ナイシュッケツ,ナ,ツ
内所,ナイショ,ナ,ヨ
内緒,ナイショ,ナ,ヨ
内助,ナイジョ,ナ,ヨ
内省,ナイセイ,ナ,イ
内証,ナイショウ,ナ,ウ
内情,ナイジョウ,ナ,ウ
内職,ナイショク,ナ,ク
内心,ナイシン,ナ,ン
内心,ナイシン,ナ,ン
内申,ナイシン,ナ,ン
内親王,ナイシンノウ,ナ,ウ
内診,ナイシン,ナ,ン
内陣,ナイジン,ナ,ン
内政,ナイセイ,ナ,イ
内積,ナイセキ,ナ,キ
内切,ナイセツ,ナ,ツ
内接,ナイセツ,ナ,ツ
内戦,ナイセン,ナ,ン
内線,ナイセン,ナ,ン
内奏,ナイソウ,ナ,ウ
内層,ナイソウ,ナ,ウ
内争,ナイソウ,ナ,ウ
内相,ナイショウ,ナ,ウ
内装,ナイソウ,ナ,ウ
内臓,ナイゾウ,ナ,ウ
内蔵,ナイゾウ,ナ,ウ
内側,ウチガワ,ウ,ワ
内属,ナイゾク,ナ,ク
内孫,ウチマゴ,ウ,コ
内腿,ウチモモ,ウ,モ
内貸し,ウチガシ,ウ,シ
内大臣,ナイダイジン,ナ,ン
内題,ナイダイ,ナ,イ
内諾,ナイダク,ナ,ク
内達,ナイタツ,ナ,ツ
内談,ナイダン,ナ,ン
内地,ナイチ,ナ,チ
内張り,ウチバリ,ウ,リ
内通,ナイツウ,ナ,ウ
内偵,ナイテイ,ナ,イ
内定,ナイテイ,ナ,イ
内庭,ウチニワ,ウ,ワ
内廷,ナイテイ,ナ,イ
内弟子,ウチデシ,ウ,シ
内的,ナイテキ,ナ,キ
内的,ナイテキ,ナ,キ
内典,ナイテン,ナ,ン
内渡し,ウチワタシ,ウ,シ
内湯,ウチユ,ウ,ユ
内内,ウチウチ,ウ,チ
内内,ナイナイ,ナ,イ
内入,ウチイリ,ウ,リ
内燃,ナイネン,ナ,ン
内皮,ナイヒ,ナ,ヒ
内部,ナイブ,ナ,フ
内風呂,ウチブロ,ウ,ロ
内服,ナイフク,ナ,ク
内服薬,ナイフクヤク,ナ,ク
内福,ナイフク,ナ,ク
内払い,ウチバライ,ウ,イ
内分,ナイブン,ナ,ン
内分泌,ナイブンピツ,ナ,ツ
内分泌腺,ナイブンピツセン,ナ,ン
内分秘腺,ナイブンピセン,ナ,ン
内紛,ナイフン,ナ,ン
内聞,ナイブン,ナ,ン
内壁,ナイヘキ,ナ,キ
内弁慶,ウチベンケイ,ウ,イ
内弁慶,ウチベンケイ,ウ,イ
内包,ナイホウ,ナ,ウ
内法,ウチノリ,ウ,リ
内堀,ウチボリ,ウ,リ
内密,ナイミツ,ナ,ツ
内密,ナイミツ,ナ,ツ
内務,ナイム,ナ,ム
内務相,ナイムショウ,ナ,ウ
内命,ナイメイ,ナ,イ
内面,ナイメン,ナ,ン
内野,ナイヤ,ナ,ヤ
内約,ナイヤク,ナ,ク
内訳,ウチワケ,ウ,ケ
内憂,ナイユウ,ナ,ウ
内容,ナイヨウ,ナ,ウ
内用,ナイヨウ,ナ,ウ
内乱,ナイラン,ナ,ン
内覧,ナイラン,ナ,ン
内裏,ダイリ,タ,リ
内裏びな,ダイリビナ,タ,ナ
内裏雛,ダイリビナ,タ,ナ
内裏様,ダイリサマ,タ,マ
内陸,ナイリク,ナ,ク
内輪,ウチワ,ウ,ワ
内輪もめ,ウチワモメ,ウ,メ
内輪山,ナイリンザン,ナ,ン
内輪揉め,ウチワモメ,ウ,メ
内湾,ナイワン,ナ,ン
内冑,ウチカブト,ウ,ト
内帑,ナイド,ナ,ト
内訌,ナイコウ,ナ,ウ
凪,ナギ,ナ,キ
薙,ナギ,ナ,キ
薙刀,ナギナタ,ナ,タ
薙刀酸漿,ナギナタホオズキ,ナ,キ
薙刀草履,ナギナタゾウリ,ナ,リ
薙髪,チハツ,チ,ツ
謎,ナゾ,ナ,ソ
謎々,ナゾナゾ,ナ,ソ
謎とき,ナゾトキ,ナ,キ
謎謎,ナゾナゾ,ナ,ソ
灘,ナダ,ナ,タ
捺印,ナツイン,ナ,ン
捺染,ナッセン,ナ,ン
鍋,ナベ,ナ,ヘ
鍋,ナベ,ナ,ヘ
鍋もの,ナベモノ,ナ,ノ
鍋焼,ナベヤキ,ナ,キ
鍋尻,ナベジリ,ナ,リ
鍋鶴,ナベヅル,ナ,ル
鍋底,ナベゾコ,ナ,コ
鍋底景気,ナベゾコケイキ,ナ,キ
鍋物,ナベモノ,ナ,ノ
鍋墨,ナベズミ,ナ,ミ
鍋鉉,ナベヅル,ナ,ル
楢,ナラ,ナ,ラ
馴れ初め,ナレソメ,ナ,メ
馴化,ジュンカ,シ,カ
馴鹿,トナカイ,ト,イ
馴初め,ナレソメ,ナ,メ
馴染,ナジミ,ナ,ミ
馴染み,ナジミ,ナ,ミ
馴致,ジュンチ,シ,チ
縄,ナワ,ナ,ワ
縄のれん,ナワノレン,ナ,ン
縄ばしご,ナワバシゴ,ナ,コ
縄延び,ナワノビ,ナ,ヒ
縄手,ナワテ,ナ,テ
縄暖簾,ナワノレン,ナ,ン
縄張,ナワバリ,ナ,リ
縄張り,ナワバリ,ナ,リ
縄跳び,ナワトビ,ナ,ヒ
縄梯子,ナワバシゴ,ナ,コ
縄抜け,ナワヌケ,ナ,ケ
縄飛び,ナワトビ,ナ,ヒ
縄付,ナワツキ,ナ,キ
縄付き,ナワツキ,ナ,キ
縄文,ジョウモン,シ,ン
縄目,ナワメ,ナ,メ
縄簾,ナワスダレ,ナ,レ
畷,ナワテ,ナ,テ
南,ミナミ,ミ,ミ
南ばん,ナンバン,ナ,ン
南ろく,ナンロク,ナ,ク
南緯,ナンイ,ナ,イ
南瓜,カボチャ,カ,ヤ
南欧,ナンオウ,ナ,ウ
南下,ナンカ,ナ,カ
南画,ナンガ,ナ,カ
南回り,ミナミマワリ,ミ,リ
南回帰線,ミナミカイキセン,ミ,ン
南海,ナンカイ,ナ,イ
南岸,ナンガン,ナ,ン
南京玉,ナンキンダマ,ナ,マ
南京錠,ナンキンジョウ,ナ,ウ
南京鼠,ナンキンネズミ,ナ,ミ
南京袋,ナンキンブクロ,ナ,ロ
南京虫,ナンキンムシ,ナ,シ
南京豆,ナンキンマメ,ナ,メ
南限,ナンゲン,ナ,ン
南口,ミナミグチ,ミ,チ
南港,ナンコウ,ナ,ウ
南郊,ナンコウ,ナ,ウ
南国,ナンゴク,ナ,ク
南宗画,ナンシュウガ,ナ,カ
南侵,ナンシン,ナ,ン
南進,ナンシン,ナ,ン
南西,ナンセイ,ナ,イ
南船北馬,ナンセンホクバ,ナ,ハ
南倉,ミナミクラ,ミ,ラ
南側,ミナミガワ,ミ,ワ
南端,ナンタン,ナ,ン
南中,ナンチュウ,ナ,ウ
南庭,ナンテイ,ナ,イ
南天,ナンテン,ナ,ン
南殿,ナンデン,ナ,ン
南都,ナント,ナ,ト
南東,ナントウ,ナ,ウ
南南西,ナンナンセイ,ナ,イ
南南東,ナンナントウ,ナ,ウ
南半球,ミナミハンキュウ,ミ,ウ
南蛮,ナンバン,ナ,ン
南氷洋,ナンピョウヨウ,ナ,ウ
南部,ナンブ,ナ,フ
南風,ミナミカゼ,ミ,セ
南方,ナンポウ,ナ,ウ
南北,ナンボク,ナ,ク
南無阿弥陀仏,ナムアミダブツ,ナ,ツ
南無阿彌陀仏,ナムアミダブツ,ナ,ツ
南無三宝,ナムサンボウ,ナ,ウ
南無妙法蓮華経,ナムミョウホウレンゲキョウ,ナ,ウ
南面,ナンメン,ナ,ン
南洋,ナンヨウ,ナ,ウ
南鐐,ナンリョウ,ナ,ウ
軟こう,ナンコウ,ナ,ウ
軟らか,ヤワラカ,ヤ,カ
軟らかめん,ヤワラカメン,ヤ,ン
軟化,ナンカ,ナ,カ
軟球,ナンキュウ,ナ,ウ
軟禁,ナンキン,ナ,ン
軟口蓋,ナンコウガイ,ナ,イ
軟膏,ナンコウ,ナ,ウ
軟鋼,ナンコウ,ナ,ウ
軟骨,ナンコツ,ナ,ツ
軟式,ナンシキ,ナ,キ
軟質,ナンシツ,ナ,ツ
軟弱,ナンジャク,ナ,ク
軟弱,ナンジャク,ナ,ク
軟水,ナンスイ,ナ,イ
軟性,ナンセイ,ナ,イ
軟体動物,ナンタイドウブツ,ナ,ツ
軟着陸,ナンチャクリク,ナ,ク
軟調,ナンチョウ,ナ,ウ
軟調,ナンチョウ,ナ,ウ
軟鉄,ナンテツ,ナ,ツ
軟投,ナントウ,ナ,ウ
軟派,ナンパ,ナ,ハ
軟風,ナンプウ,ナ,ウ
軟文学,ナンブンガク,ナ,ク
軟便,ナンベン,ナ,ン
軟論,ナンロン,ナ,ン
